site_abbrev,site,date,iteration,time,observer,temp,hum,wind,plant_codon,plants_per_m2,patch_size,field notes,Multiplier,specimen_ID,Voucher Present,Project,insect_order,Misc Group,insect_family,insect_subfamily,insect_tribe,insect_genus,insect_subgenus,insect_species,insect_spp,Sex,lab notes,det_by,box,transect,Country,State,County,Latitude,Longitude,Elevation,tblPlants.Order,tblPlants.Family,tblPlants.Genus,tblPlants.Species,NonPlantDescription
FB,Fisher Butte,23-Apr-19,early,12:20,D. Cappaert,69,55,3,camqua,23,44,,1,DC_20190423_04,TRUE,Network,Coleoptera,,Coccinellidae,,,,,MS1,Coccinellidae MS1,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Liliales,Liliaceae,Camassia,quamash,
FB,Fisher Butte,23-Apr-19,early,12:20,D. Cappaert,69,55,3,camqua,23,44,,1,DC_20190423_02,TRUE,Network,Coleoptera,,Coccinellidae,,,,,MS2,Coccinellidae MS2,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Liliales,Liliaceae,Camassia,quamash,
FB,Fisher Butte,23-Apr-19,early,12:20,D. Cappaert,69,55,3,camqua,23,44,,1,DC_20190423_03,TRUE,Network,Coleoptera,,Coccinellidae,,,,,MS2,Coccinellidae MS2,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Liliales,Liliaceae,Camassia,quamash,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_11,TRUE,Network,Coleoptera,,Coccinellidae,,,,,MS2,Coccinellidae MS2,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,12:27,S. Walters,69,55,3,carpen,40,100,,1,TW_20190423_3,TRUE,Network,Coleoptera,,Chrysomelidae,Galerucinae,Luperini,Diabrotica,,undecimpunctata,Diabrotica undecimpunctata,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Capparales,Brassicaceae,Cardamine,penduliflora,
FB,Fisher Butte,23-Apr-19,early,14:15,D. Cappaert,70,43,2,micint,124,179,,1,DC_20190423_08,TRUE,Network,Coleoptera,,Coccinellidae,Coccinellinae,Coccinellini,Coccinella,,septumpunctata,Coccinella septumpunctata,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Rosales,Saxifragaceae,Micranthes,integrifolia,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_12,TRUE,Network,Diptera,,Conopidae,Dalmanniinae,,Dalmannia,,MS1,Dalmannia MS1,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_4,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS1,Lasioglossum MS1,,In reference collection,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_8,TRUE,Network,Diptera,,Empididae,,,,,MS21.01,Empididae MS21.01,,,E. Janasov 2021,1062,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_14,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS1,Lasioglossum MS1,, / weak veined,Q. Baine 2019,1032,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,13:05,D. Cappaert,74,43,1,ranort,5,25,,1,DC_20190423_06,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,MS1,Lasioglossum MS1,, / weak veined,Q. Baine 2019,1032,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,orthorhynchus,
FB,Fisher Butte,23-Apr-19,early,12:27,S. Walters,69,55,3,carpen,40,100,,1,TW_20190423_1,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Capparales,Brassicaceae,Cardamine,penduliflora,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_6,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_7,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_9,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_10,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,13:26,S. Walters,73,43,2,camqua,69,200,,1,TW_20190423_18,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Liliales,Liliaceae,Camassia,quamash,
FB,Fisher Butte,23-Apr-19,early,15:00,S. Walters,67,43,6,lombra,9,26,,1,TW_20190423_20,TRUE,Network,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,titusi,Lasioglossum titusi,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Apiales,Apiaceae,Lomatium,bradshawii,
FB,Fisher Butte,23-Apr-19,early,14:15,D. Cappaert,70,43,2,micint,124,179,,1,DC_20190423_09,TRUE,Network,Diptera,,Rhagionidae,,,Rhagio,,MS1,Rhagio MS1,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Rosales,Saxifragaceae,Micranthes,integrifolia,
FB,Fisher Butte,23-Apr-19,early,15:00,S. Walters,67,43,6,lombra,9,26,,1,TW_20190423_21,TRUE,Network,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,hirta,Eristalis hirta,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Apiales,Apiaceae,Lomatium,bradshawii,
FB,Fisher Butte,23-Apr-19,early,13:26,S. Walters,73,43,2,camqua,69,200,,1,TW_20190423_17,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,,MS1,Eupeodes MS1,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Liliales,Liliaceae,Camassia,quamash,
FB,Fisher Butte,23-Apr-19,early,15:00,D. Cappaert,68,43,3,ranali,71,174,,1,DC_20190423_13,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,,MS1,Eupeodes MS1,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,14:36,S. Walters,69,43,4,ranort,76,116,,1,TW_20190423_19,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,MS1,Sphaerophoria MS1,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,orthorhynchus,
FB,Fisher Butte,23-Apr-19,early,12:27,S. Walters,69,55,3,carpen,40,100,,1,TW_20190423_2,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,,MS1,Toxomerus MS1,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Capparales,Brassicaceae,Cardamine,penduliflora,
FB,Fisher Butte,23-Apr-19,early,13:05,D. Cappaert,74,43,1,ranort,5,25,,1,DC_20190423_05,TRUE,Network,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,,MS1,Toxomerus MS1,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,orthorhynchus,
FB,Fisher Butte,23-Apr-19,early,13:26,S. Walters,73,43,2,camqua,69,200,,1,TW_20190423_16,TRUE,Network,Hymenoptera,,Vespidae,,,Polistes,,MS3,Polistes MS3,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Liliales,Liliaceae,Camassia,quamash,
FB,Fisher Butte,23-Apr-19,early,12:20,D. Cappaert,69,55,3,camqua,23,44,,1,DC_20190423_01,TRUE,Network,Hymenoptera,,Vespidae,,,Polistes,,MS4,Polistes MS4,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Liliales,Liliaceae,Camassia,quamash,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,74,43,1,ranali,113,300,,1,TW_20190423_13,TRUE,Network,Diptera,,,,,,,,Diptera,,Specimen comsumed,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
FB,Fisher Butte,23-Apr-19,early,14:35,D. Cappaert,69,43,4,lombra,9,29,,1,DC_20190423_10,TRUE,Network,Diptera,,,,,,,,Diptera,,Consumed,,,,USA,OR,Lane,44.055547,-123.252071,114,Apiales,Apiaceae,Lomatium,bradshawii,
FB,Fisher Butte,23-Apr-19,early,14:35,D. Cappaert,69,43,4,lombra,9,29,,1,DC_20190423_11,TRUE,Network,Diptera,,,,,,,,Diptera,,Consumed,,,,USA,OR,Lane,44.055547,-123.252071,114,Apiales,Apiaceae,Lomatium,bradshawii,
FB,Fisher Butte,23-Apr-19,early,15:35,D. Cappaert,67,43,6,micint,102,149,,1,TW_20190423_22,TRUE,Network,Hymenoptera,,Formicidae,,,,,MS2,Formicidae MS2,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Rosales,Saxifragaceae,Micranthes,integrifolia,
FB,Fisher Butte,23-Apr-19,early,15:35,D. Cappaert,67,43,6,micint,102,149,,1,TW_20190423_23,TRUE,Network,Hymenoptera,,Formicidae,,,,,MS2,Formicidae MS2,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Rosales,Saxifragaceae,Micranthes,integrifolia,
FB,Fisher Butte,23-Apr-19,early,15:35,D. Cappaert,67,43,6,micint,102,149,,1,TW_20190423_24,TRUE,Network,Hymenoptera,,Formicidae,,,,,MS2,Formicidae MS2,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Rosales,Saxifragaceae,Micranthes,integrifolia,
FB,Fisher Butte,23-Apr-19,early,15:35,D. Cappaert,67,43,6,micint,102,149,,1,TW_20190423_25,TRUE,Network,Hymenoptera,,Formicidae,,,,,MS2,Formicidae MS2,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Rosales,Saxifragaceae,Micranthes,integrifolia,
FB,Fisher Butte,23-Apr-19,early,12:20,D. Cappaert,,,,camqua,23,44,,1,MISSED,FALSE,Network,,,,,,,,,,,,,,,USA,OR,Lane,44.055547,-123.252071,114,Liliales,Liliaceae,Camassia,quamash,
FB,Fisher Butte,23-Apr-19,early,12:27,S. Walters,,,,carpen,40,100,,1,MISSED,FALSE,Network,,,,,,,,,,,fly,,,,USA,OR,Lane,44.055547,-123.252071,114,Capparales,Brassicaceae,Cardamine,penduliflora,
FB,Fisher Butte,23-Apr-19,early,12:51,S. Walters,,,,ranali,113,300,,1,MISSED,FALSE,Network,,,,,,,,,,,fly,,,,USA,OR,Lane,44.055547,-123.252071,114,Ranunculales,Ranunculaceae,Ranunculus,alismafolius,
JF,Jefferson Farm,24-Apr-19,early,13:00,D. Cappaert,61,52,6,lomnud,22,42,,1,DC_20190424_02,TRUE,Network,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,,MS1,Andrena MS1,,,,,,USA,OR,Marion,44.7884,-123.0188,131,Apiales,Apiaceae,Lomatium,nudicaule,
JF,Jefferson Farm,24-Apr-19,early,13:40,D. Cappaert,61,52,6,plecon,750,1050,,1,DC_20190424_17,TRUE,Network,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Eucera,,,Eucera,,In reference collection,,,,USA,OR,Marion,44.7884,-123.0188,131,Dipsacales,Valerianaceae,Plectritis,congesta,
JF,Jefferson Farm,24-Apr-19,early,13:40,D. Cappaert,61,52,6,plecon,750,1050,,1,DC_20190424_16,TRUE,Network,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,MS3,Nomada MS3,,In reference collection,,,,USA,OR,Marion,44.7884,-123.0188,131,Dipsacales,Valerianaceae,Plectritis,congesta,
JF,Jefferson Farm,24-Apr-19,early,12:46,S. Walters,61,52,6,camqua,6,25,,1,TW_20190424_01,TRUE,Network,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,,Nomada,,,,,,USA,OR,Marion,44.7884,-123.0188,131,Liliales,Liliaceae,Camassia,quamash,
JF,Jefferson Farm,24-Apr-19,early,12:46,S. Walters,61,52,6,camqua,6,25,,1,TW_20190424_04,TRUE,Network,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,,Nomada,,,,,,USA,OR,Marion,44.7884,-123.0188,131,Liliales,Liliaceae,Camassia,quamash,
JF,Jefferson Farm,24-Apr-19,early,13:00,D. Cappaert,61,52,6,lomnud,22,42,,1,DC_20190424_03,TRUE,Network,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,,Nomada,,,,,,USA,OR,Marion,44.7884,-123.0188,131,Apiales,Apiaceae,Lomatium,nudicaule,
JF,Jefferson Farm,24-Apr-19,early,13:00,D. Cappaert,61,52,6,lomnud,22,42,,1,DC_20190424_04,TRUE,Network,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,,Nomada,,,,,,USA,OR,Marion,44.7884,-123.0188,131,Apiales,Apiaceae,Lomatium,nudicaule,
JF,Jefferson Farm,24-Apr-19,early,13:40,D. Cappaert,61,52,6,plecon,750,1050,,1,DC_20190424_08,TRUE,Network,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,,Nomada,,,,,,USA,OR,Marion,44.7884,-123.0188,131,Dipsacales,Valerianaceae,Plectritis,congesta,
JF,Jefferson Farm,24-Apr-19,early,13:40,D. Cappaert,61,52,6,plecon,750,1050,,1,DC_20190424_13,TRUE,Network,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,,Nomada,,,,,,USA,OR,Marion,44.7884,-123.0188,131,Dipsacales,Valerianaceae,Plectritis,congesta,
JF,Jefferson Farm,24-Apr-19,early,13:40,D. Cappaert,61,52,6,plecon,750,1050,,1,DC_20190424_07,TRUE,Network,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,,major,Bombylius major,,Lost label #6,,,,USA,OR,Marion,44.7884,-123.0188,131,Dipsacales,Valerianaceae,Plectritis,congesta,
JF,Jefferson Farm,24-Apr-19,early,13:40,D. Cappaert,61,52,6,plecon,750,1050,,1,DC_20190424_09,TRUE,Network,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,,major,Bombylius major,,,,,,USA,OR,Marion,44.7884,-123.0188,131,Dipsacales,Valerianaceae,Plectritis,congesta,
